A; 
7.12; 10.75; 10.56; 11.50; 10.43; 2018/01/28 11:00
7.25; 10.18; 10.12; 10.68; 10.00; 2018/01/28 11:30
7.50; 10.00; 10.00; 10.43; 9.81; 2018/01/28 12:00
7.75; 9.93; 9.87; 10.31; 9.81; 2018/01/28 12:30
8.00; 9.87; 9.87; 10.25; 9.75; 2018/01/28 13:00
8.31; 9.81; 9.81; 10.18; 9.68; 2018/01/28 13:30
8.50; 9.81; 9.75; 10.12; 9.68; 2018/01/28 14:00
8.68; 9.75; 9.75; 10.06; 9.62; 2018/01/28 14:30
8.81; 9.75; 9.68; 10.06; 9.62; 2018/01/28 15:00
8.81; 9.75; 9.68; 10.00; 9.56; 2018/01/28 15:30
8.93; 9.68; 9.68; 10.00; 9.62; 2018/01/28 16:00
9.12; 9.68; 9.68; 10.00; 9.56; 2018/01/28 16:30
9.18; 9.68; 9.62; 9.93; 9.56; 2018/01/28 17:00
9.12; 9.62; 9.62; 9.93; 9.50; 2018/01/28 17:30
9.18; 9.62; 9.62; 9.93; 9.50; 2018/01/28 18:00
9.43; 9.62; 9.62; 9.87; 9.50; 2018/01/28 18:30
9.25; 9.62; 9.56; 9.87; 9.50; 2018/01/28 19:00
9.06; 9.56; 9.56; 9.87; 9.43; 2018/01/28 19:30
9.12; 9.56; 9.56; 9.81; 9.43; 2018/01/28 20:00
9.18; 9.56; 9.50; 9.81; 9.43; 2018/01/28 20:30
9.31; 9.56; 9.50; 9.81; 9.43; 2018/01/28 21:00
9.25; 9.50; 9.50; 9.81; 9.43; 2018/01/28 21:30
9.18; 9.50; 9.50; 9.75; 9.43; 2018/01/28 22:00
9.25; 9.50; 9.50; 9.75; 9.37; 2018/01/28 22:30
9.37; 9.50; 9.43; 9.75; 9.37; 2018/01/28 23:00
9.43; 9.50; 9.43; 9.75; 9.37; 2018/01/28 23:30
9.31; 9.43; 9.43; 9.75; 9.37; 2018/01/29 00:00
9.31; 9.43; 9.43; 9.75; 9.31; 2018/01/29 00:30
9.12; 9.43; 9.43; 9.68; 9.31; 2018/01/29 01:00
9.00; 9.43; 9.43; 9.68; 9.31; 2018/01/29 01:30
8.87; 9.43; 9.43; 9.68; 9.31; 2018/01/29 02:00
8.93; 9.43; 9.37; 9.68; 9.31; 2018/01/29 02:30
