1.06; 11.12; 6.81; 10.12; 12.93; 2020/01/01 00:00
.81; 11.00; 6.75; 10.00; 13.00; 2020/01/01 00:30
.87; 11.06; 6.81; 10.12; 13.00; 2020/01/01 01:00
.50; 10.93; 6.75; 10.00; 13.00; 2020/01/01 01:30
.31; 11.06; 6.75; 10.06; 13.00; 2020/01/01 02:00
.18; 10.93; 6.75; 10.00; 13.00; 2020/01/01 02:30
0; 11.06; 6.75; 10.00; 13.00; 2020/01/01 03:00
.06; 10.87; 6.68; 10.00; 13.00; 2020/01/01 03:30
-.25; 11.00; 6.68; 9.93; 13.00; 2020/01/01 04:00
-.50; 10.87; 6.68; 9.87; 13.06; 2020/01/01 04:30
-.43; 10.93; 6.68; 9.87; 13.06; 2020/01/01 05:00
-.75; 10.81; 6.62; 9.75; 13.06; 2020/01/01 05:30
-.75; 10.93; 6.62; 9.87; 13.06; 2020/01/01 06:00
-.81; 10.75; 6.62; 9.68; 13.06; 2020/01/01 06:30
-1.06; 10.87; 6.56; 9.81; 13.06; 2020/01/01 07:00
-1.37; 10.75; 6.56; 9.75; 13.06; 2020/01/01 07:30
-1.06; 10.87; 6.56; 9.68; 13.06; 2020/01/01 08:00
-1.18; 10.81; 6.50; 9.62; 13.06; 2020/01/01 08:30
-1.43; 10.75; 6.50; 9.68; 13.12; 2020/01/01 09:00
-1.25; 10.87; 6.50; 9.68; 13.12; 2020/01/01 09:30
-1.37; 10.68; 6.43; 9.56; 13.12; 2020/01/01 10:00
-.75; 10.87; 6.43; 9.62; 13.12; 2020/01/01 10:30
-.50; 10.75; 6.43; 9.56; 13.12; 2020/01/01 11:00
.68; 10.81; 6.37; 9.62; 13.12; 2020/01/01 11:30
2.00; 10.87; 6.43; 9.62; 13.06; 2020/01/01 12:00
3.43; 10.87; 6.43; 9.75; 13.12; 2020/01/01 12:30
4.12; 11.12; 6.50; 9.93; 13.12; 2020/01/01 13:00
5.00; 10.87; 6.50; 9.62; 13.18; 2020/01/01 13:30
5.25; 11.06; 6.43; 9.68; 13.12; 2020/01/01 14:00
5.31; 10.87; 6.43; 9.68; 13.18; 2020/01/01 14:30
