3.12; 10.18; 10.12; 10.75; 12.00; 2020/04/01 00:00
2.87; 10.12; 10.12; 10.68; 12.06; 2020/04/01 00:30
2.62; 10.12; 10.12; 10.68; 12.06; 2020/04/01 01:00
2.43; 10.12; 10.12; 10.68; 12.12; 2020/04/01 01:30
1.93; 10.12; 10.12; 10.68; 12.06; 2020/04/01 02:00
1.75; 10.00; 10.12; 10.56; 12.12; 2020/04/01 02:30
1.43; 10.00; 10.06; 10.56; 12.12; 2020/04/01 03:00
1.18; 10.00; 10.06; 10.56; 12.12; 2020/04/01 03:30
1.12; 10.06; 10.06; 10.56; 12.12; 2020/04/01 04:00
.87; 10.00; 10.00; 10.56; 12.06; 2020/04/01 04:30
.75; 10.00; 10.00; 10.50; 12.06; 2020/04/01 05:00
.50; 9.87; 10.00; 10.37; 12.06; 2020/04/01 05:30
.37; 9.87; 9.93; 10.37; 12.06; 2020/04/01 06:00
0; 9.87; 9.93; 10.37; 12.12; 2020/04/01 06:30
0; 9.93; 9.87; 10.37; 12.06; 2020/04/01 07:00
-.25; 9.87; 9.87; 10.31; 12.12; 2020/04/01 07:30
-.12; 9.81; 9.81; 10.25; 12.12; 2020/04/01 08:00
0; 9.81; 9.81; 10.25; 12.12; 2020/04/01 08:30
.37; 9.75; 9.75; 10.18; 12.12; 2020/04/01 09:00
1.25; 9.75; 9.75; 10.12; 12.18; 2020/04/01 09:30
2.56; 9.81; 9.68; 10.12; 12.31; 2020/04/01 10:00
4.18; 9.87; 9.68; 10.00; 12.31; 2020/04/01 10:30
5.50; 9.93; 9.68; 10.00; 12.37; 2020/04/01 11:00
6.43; 9.87; 9.62; 10.00; 12.43; 2020/04/01 11:30
7.00; 9.87; 9.62; 10.06; 12.37; 2020/04/01 12:00
7.75; 10.00; 9.62; 10.18; 12.43; 2020/04/01 12:30
8.25; 10.12; 9.62; 10.12; 12.37; 2020/04/01 13:00
9.31; 10.18; 9.68; 10.12; 12.31; 2020/04/01 13:30
9.31; 10.25; 9.68; 10.31; 12.37; 2020/04/01 14:00
9.68; 10.37; 9.68; 10.37; 12.37; 2020/04/01 14:30
10.00; 10.37; 9.75; 10.37; 12.43; 2020/04/01 15:00
10.06; 10.37; 9.87; 10.37; 12.37; 2020/04/01 15:30
10.50; 10.43; 9.87; 10.50; 12.31; 2020/04/01 16:00
10.43; 10.43; 10.00; 10.50; 12.31; 2020/04/01 16:30
10.56; 10.37; 10.06; 10.50; 12.25; 2020/04/01 17:00
10.68; 10.43; 10.12; 10.56; 12.25; 2020/04/01 17:30
10.93; 10.37; 10.18; 10.62; 12.18; 2020/04/01 18:00
10.62; 10.43; 10.31; 10.62; 12.18; 2020/04/01 18:30
10.00; 10.43; 10.31; 10.62; 12.12; 2020/04/01 19:00
9.37; 10.31; 10.31; 10.75; 12.12; 2020/04/01 19:30
8.25; 10.31; 10.31; 10.68; 12.12; 2020/04/01 20:00
8.25; 10.31; 10.31; 10.75; 12.06; 2020/04/01 20:30
