8.87; 10.18; 10.25; 10.56; 10.50; 2018/11/01 00:00
8.62; 10.18; 10.25; 10.56; 10.50; 2018/11/01 00:30
8.93; 10.18; 10.25; 10.56; 10.43; 2018/11/01 01:00
9.56; 10.18; 10.25; 10.56; 10.43; 2018/11/01 01:30
9.93; 10.18; 10.25; 10.56; 10.43; 2018/11/01 02:00
9.50; 10.18; 10.25; 10.50; 10.43; 2018/11/01 02:30
9.31; 10.18; 10.25; 10.50; 10.43; 2018/11/01 03:00
9.56; 10.18; 10.25; 10.50; 10.43; 2018/11/01 03:30
9.93; 10.18; 10.18; 10.37; 10.43; 2018/11/01 04:00
10.68; 10.18; 10.18; 10.37; 10.43; 2018/11/01 04:30
9.62; 10.18; 10.25; 10.37; 10.43; 2018/11/01 05:00
8.68; 10.18; 10.18; 10.31; 10.43; 2018/11/01 05:30
8.50; 10.18; 10.18; 10.31; 10.43; 2018/11/01 06:00
8.00; 10.18; 10.18; 10.31; 10.43; 2018/11/01 06:30
7.75; 10.18; 10.18; 10.31; 10.43; 2018/11/01 07:00
7.43; 10.12; 10.18; 10.31; 10.43; 2018/11/01 07:30
7.06; 10.12; 10.18; 10.31; 10.37; 2018/11/01 08:00
6.75; 10.12; 10.18; 10.31; 10.37; 2018/11/01 08:30
6.81; 10.12; 10.18; 10.25; 10.37; 2018/11/01 09:00
7.18; 10.12; 10.18; 10.25; 10.37; 2018/11/01 09:30
7.75; 10.06; 10.18; 10.25; 10.37; 2018/11/01 10:00
8.37; 10.12; 10.18; 10.25; 10.37; 2018/11/01 10:30
8.87; 10.12; 10.18; 10.25; 10.37; 2018/11/01 11:00
9.25; 10.12; 10.12; 10.18; 10.31; 2018/11/01 11:30
10.00; 10.12; 10.12; 10.18; 10.31; 2018/11/01 12:00
10.37; 10.12; 10.12; 10.18; 10.37; 2018/11/01 12:30
10.75; 10.12; 10.12; 10.18; 10.37; 2018/11/01 13:00
10.75; 10.12; 10.18; 10.18; 10.37; 2018/11/01 13:30
10.75; 10.12; 10.18; 10.18; 10.37; 2018/11/01 14:00
10.56; 10.12; 10.12; 10.18; 10.31; 2018/11/01 14:30
10.37; 10.12; 10.18; 10.18; 10.37; 2018/11/01 15:00
