8.75; 15.68; 15.68; 16.06; 16.12; 2018/05/01 00:00
8.31; 15.62; 15.62; 16.00; 16.12; 2018/05/01 00:30
8.06; 15.62; 15.62; 16.00; 16.12; 2018/05/01 01:00
8.06; 15.56; 15.62; 15.93; 16.06; 2018/05/01 01:30
7.62; 15.56; 15.56; 15.93; 16.06; 2018/05/01 02:00
7.12; 15.50; 15.56; 15.87; 16.00; 2018/05/01 02:30
7.18; 15.50; 15.50; 15.87; 16.00; 2018/05/01 03:00
7.50; 15.43; 15.50; 15.81; 16.00; 2018/05/01 03:30
6.93; 15.43; 15.43; 15.81; 15.93; 2018/05/01 04:00
6.93; 15.37; 15.43; 15.75; 15.93; 2018/05/01 04:30
6.81; 15.37; 15.37; 15.68; 15.93; 2018/05/01 05:00
7.00; 15.31; 15.37; 15.68; 15.87; 2018/05/01 05:30
6.93; 15.31; 15.31; 15.62; 15.87; 2018/05/01 06:00
6.81; 15.31; 15.31; 15.62; 15.87; 2018/05/01 06:30
7.00; 15.25; 15.31; 15.56; 15.81; 2018/05/01 07:00
7.00; 15.25; 15.25; 15.56; 15.87; 2018/05/01 07:30
7.06; 15.18; 15.25; 15.43; 15.75; 2018/05/01 08:00
7.25; 15.12; 15.18; 15.43; 15.75; 2018/05/01 08:30
7.37; 15.06; 15.18; 15.37; 15.75; 2018/05/01 09:00
7.50; 15.06; 15.12; 15.31; 15.68; 2018/05/01 09:30
7.87; 15.06; 15.12; 15.31; 15.62; 2018/05/01 10:00
8.37; 15.06; 15.12; 15.31; 15.62; 2018/05/01 10:30
9.25; 15.00; 15.12; 15.31; 15.62; 2018/05/01 11:00
9.93; 15.06; 15.06; 15.25; 15.62; 2018/05/01 11:30
10.12; 15.06; 15.06; 15.25; 15.62; 2018/05/01 12:00
10.75; 15.00; 15.06; 15.25; 15.62; 2018/05/01 12:30
10.68; 15.00; 15.06; 15.18; 15.62; 2018/05/01 13:00
10.87; 15.00; 15.06; 15.18; 15.56; 2018/05/01 13:30
11.31; 15.00; 15.00; 15.18; 15.56; 2018/05/01 14:00
