28.18; 27.00; 26.87; 26.37; 27.18; 2019/06/28 18:30
27.68; 27.37; 27.43; 26.68; 27.37; 2019/06/28 19:00
26.81; 27.43; 27.81; 26.87; 27.37; 2019/06/28 19:30
26.50; 28.25; 28.12; 27.37; 27.62; 2019/06/28 20:00
25.37; 27.31; 26.93; 26.93; 27.37; 2019/06/28 20:30
24.81; 25.87; 25.93; 25.62; 27.18; 2019/06/28 21:00
24.50; 25.25; 25.56; 25.62; 26.87; 2019/06/28 21:30
24.37; 25.31; 25.31; 25.56; 26.93; 2019/06/28 22:00
23.56; 25.12; 25.00; 25.25; 26.87; 2019/06/28 22:30
23.43; 25.93; 25.62; 26.06; 26.87; 2019/06/28 23:00
21.93; 24.37; 24.56; 24.56; 26.68; 2019/06/28 23:30
21.25; 25.25; 25.25; 25.68; 26.56; 2019/06/29 00:00
20.25; 25.31; 25.25; 25.68; 26.50; 2019/06/29 00:30
20.06; 25.25; 25.18; 25.62; 26.43; 2019/06/29 01:00
19.37; 25.18; 25.18; 25.62; 26.43; 2019/06/29 01:30
18.93; 25.12; 25.12; 25.56; 26.37; 2019/06/29 02:00
18.81; 25.06; 25.06; 25.50; 26.31; 2019/06/29 02:30
18.25; 25.06; 25.06; 25.50; 26.25; 2019/06/29 03:00
17.93; 25.00; 25.00; 25.43; 26.25; 2019/06/29 03:30
17.68; 24.93; 24.93; 25.37; 26.18; 2019/06/29 04:00
17.25; 24.87; 24.93; 25.31; 26.12; 2019/06/29 04:30
16.93; 24.87; 24.87; 25.25; 26.06; 2019/06/29 05:00
16.62; 24.81; 24.87; 25.25; 26.06; 2019/06/29 05:30
16.25; 24.75; 24.81; 25.18; 26.00; 2019/06/29 06:00
16.18; 24.68; 24.75; 25.12; 25.93; 2019/06/29 06:30
16.31; 24.68; 24.75; 25.06; 25.87; 2019/06/29 07:00
16.68; 24.62; 24.68; 25.06; 25.87; 2019/06/29 07:30
17.31; 24.62; 24.68; 25.00; 25.81; 2019/06/29 08:00
18.37; 24.62; 24.68; 25.00; 25.81; 2019/06/29 08:30
19.81; 24.62; 24.68; 25.00; 25.81; 2019/06/29 09:00
21.43; 24.62; 24.68; 25.00; 25.81; 2019/06/29 09:30
23.18; 24.68; 24.68; 25.00; 25.87; 2019/06/29 10:00
24.18; 24.68; 24.68; 25.00; 26.06; 2019/06/29 10:30
25.62; 25.31; 24.93; 25.31; 26.25; 2019/06/29 11:00
26.12; 25.62; 25.31; 25.50; 26.43; 2019/06/29 11:30
27.25; 26.12; 25.75; 25.93; 26.68; 2019/06/29 12:00
27.75; 26.31; 25.87; 26.37; 26.87; 2019/06/29 12:30
28.56; 26.62; 26.00; 26.62; 27.06; 2019/06/29 13:00
29.06; 26.93; 26.18; 26.93; 27.12; 2019/06/29 13:30
29.93; 28.06; 26.68; 27.56; 27.18; 2019/06/29 14:00
30.81; 27.37; 26.56; 27.12; 27.25; 2019/06/29 14:30
30.93; 27.31; 26.43; 27.56; 27.31; 2019/06/29 15:00
32.00; 30.37; 27.81; 29.37; 27.31; 2019/06/29 15:30
